Type of waste,Quantity (kg),Disposal method,Geographic location,Time period
Plastic,92,Recycling,Mumbai,2023
Paper,161,Recycling,Bangalore,2023
Paper,152,Recycling,Kolkata,2021
Plastic,200,Landfill,Delhi,2021
Plastic,81,Recycling,Bangalore,2023
Paper,80,Landfill,Delhi,2022
Organic,85,Recycling,Mumbai,2023
Organic,155,Composting,Ahmedabad,2023
Plastic,103,Landfill,Delhi,2023
Paper,123,Recycling,Bangalore,2023
Paper,90,Recycling,Kolkata,2022
Paper,173,Recycling,Kolkata,2023
Paper,114,Landfill,Bhopal,2021
Plastic,90,Recycling,Luckhnow,2023
Organic,197,Composting,Pune,2023
Plastic,134,Recycling,Bangalore,2023
Plastic,91,Recycling,Kolkata,2023
Plastic,80,Recycling,Kolkata,2023
Organic,140,Composting,Bhubaneshwar,2023
Plastic,89,Recycling,Mumbai,2023
Plastic,82,Recycling,Bangalore,2023
Paper,127,Landfill,Kolkata,2022
Paper,91,Landfill,Kolkata,2021
Organic,171,Composting,Pune,2023
Plastic,100,Recycling,Mumbai,2021
Paper,87,Recycling,Kolkata,2023
Plastic,117,Landfill,Delhi,2021
Plastic,90,Recycling,Bangalore,2023
Plastic,80,Recycling,Luckhnow,2023
Paper,80,Recycling,Luckhnow,2023
Organic,162,Composting,Pune,2023
Paper,157,Recycling,Bhopal,2022
Paper,81,Recycling,Pune,2021
Plastic,90,Landfill,Bangalore,2021
Organic,154,Composting,Pune,2022
Organic,198,Composting,Ahmedabad,2023
Paper,101,Recycling,Luckhnow,2021
Plastic,85,Recycling,Bangalore,2021
Plastic,88,Recycling,Bangalore,2023
Paper,93,Recycling,Mumbai,2023
Plastic,83,Recycling,Bhopal,2023
Organic,117,Recycling,Kolkata,2023
Plastic,84,Recycling,Bangalore,2021
Plastic,80,Recycling,Bangalore,2021
Paper,80,Recycling,Bangalore,2023
Plastic,105,Recycling,Mumbai,2021
Organic,161,Composting,Bhubaneshwar,2022
Plastic,162,Recycling,Bhopal,2023
Paper,80,Recycling,Luckhnow,2021
Paper,127,Recycling,Bhopal,2021
Paper,105,Landfill,Bhopal,2021
Plastic,83,Recycling,Kolkata,2023
Plastic,98,Recycling,Mumbai,2023
Organic,138,Composting,Bhubaneshwar,2023
Plastic,104,Landfill,Bangalore,2021
Paper,99,Landfill,Delhi,2021
Paper,112,Landfill,Bhopal,2021
Plastic,80,Recycling,Kolkata,2021
Organic,184,Composting,Pune,2023
Paper,140,Recycling,Bangalore,2022
Paper,80,Landfill,Kolkata,2022
Paper,80,Landfill,Bhopal,2022
Paper,129,Recycling,Luckhnow,2022
Organic,192,Composting,Pune,2022
Plastic,98,Recycling,Luckhnow,2023
Plastic,88,Recycling,Luckhnow,2023
Organic,187,Composting,Pune,2022
Plastic,80,Recycling,Kolkata,2021
Plastic,80,Recycling,Luckhnow,2023
Organic,198,Composting,Pune,2023
Plastic,101,Landfill,Delhi,2021
Plastic,98,Recycling,Bhopal,2023
Organic,200,Composting,Pune,2022
Plastic,113,Recycling,Kolkata,2023
Paper,94,Recycling,Luckhnow,2022
Organic,175,Composting,Bhubaneshwar,2023
Paper,148,Recycling,Kolkata,2023
Paper,81,Recycling,Luckhnow,2022
Organic,196,Composting,Pune,2022
Plastic,188,Recycling,Pune,2021
Organic,169,Composting,Bhubaneshwar,2022
Organic,142,Composting,Bhubaneshwar,2023
Organic,159,Composting,Bhubaneshwar,2023
Organic,195,Composting,Pune,2022
Paper,119,Recycling,Luckhnow,2023
Organic,165,Composting,Pune,2023
Organic,168,Composting,Ahmedabad,2023
Plastic,104,Landfill,Delhi,2021
Paper,80,Recycling,Luckhnow,2021
Organic,143,Composting,Bhubaneshwar,2023
Plastic,87,Recycling,Bhopal,2021
Organic,177,Composting,Pune,2022
Organic,195,Composting,Bhubaneshwar,2023
Paper,146,Recycling,Bhopal,2022
Organic,187,Composting,Pune,2022
Paper,169,Landfill,Bhopal,2021
Organic,169,Composting,Pune,2023
Paper,84,Landfill,Luckhnow,2022
Plastic,88,Recycling,Bangalore,2023
Organic,162,Composting,Ahmedabad,2023
Plastic,113,Landfill,Bangalore,2022
Organic,200,Composting,Pune,2022
Organic,165,Composting,Pune,2023
Plastic,103,Recycling,Delhi,2023
Organic,189,Composting,Pune,2023
Paper,152,Recycling,Luckhnow,2023
Plastic,81,Recycling,Bangalore,2023
Paper,80,Landfill,Bhopal,2022
Plastic,107,Recycling,Mumbai,2023
Plastic,96,Landfill,Bangalore,2021
Organic,150,Composting,Bhubaneshwar,2023
Paper,110,Landfill,Delhi,2021
Organic,166,Composting,Ahmedabad,2023
Paper,112,Landfill,Delhi,2021
Paper,159,Recycling,Kolkata,2022
Plastic,82,Recycling,Kolkata,2023
Plastic,91,Landfill,Mumbai,2021
Organic,184,Composting,Pune,2023
Plastic,80,Recycling,Bangalore,2023
Organic,152,Composting,Bhubaneshwar,2023
Plastic,81,Recycling,Luckhnow,2021
Plastic,97,Recycling,Luckhnow,2021
Paper,112,Landfill,Bhopal,2022
Plastic,100,Landfill,Delhi,2021
Plastic,80,Landfill,Luckhnow,2023
Paper,145,Recycling,Bangalore,2023
Organic,141,Composting,Bhubaneshwar,2023
Plastic,86,Recycling,Bangalore,2023
Organic,200,Composting,Ahmedabad,2023
Paper,105,Recycling,Kolkata,2023
Paper,83,Landfill,Ahmedabad,2022
Plastic,80,Recycling,Luckhnow,2023
Paper,83,Recycling,Kolkata,2021
Organic,184,Composting,Pune,2023
Plastic,162,Recycling,Mumbai,2023
Plastic,94,Landfill,Delhi,2023
Plastic,96,Recycling,Mumbai,2023
Paper,152,Landfill,Bhopal,2021
Paper,101,Landfill,Bhopal,2022
Organic,191,Composting,Pune,2022
Organic,164,Composting,Pune,2022
Plastic,151,Recycling,Ahmedabad,2023
Plastic,101,Recycling,Delhi,2021
Paper,108,Landfill,Bhopal,2022
Organic,196,Composting,Pune,2023
Paper,89,Recycling,Bangalore,2023
Plastic,94,Recycling,Pune,2021
Plastic,115,Landfill,Bhopal,2021
Organic,186,Composting,Bhubaneshwar,2023
Plastic,86,Recycling,Mumbai,2021
Plastic,91,Recycling,Bangalore,2023
Plastic,80,Recycling,Luckhnow,2021
Organic,200,Composting,Bhubaneshwar,2022
Paper,101,Landfill,Bhopal,2022
Paper,192,Recycling,Kolkata,2022
Organic,161,Composting,Bhubaneshwar,2023
Paper,84,Landfill,Bhopal,2023
Organic,153,Composting,Bhubaneshwar,2023
Paper,158,Recycling,Kolkata,2023
Organic,200,Composting,Pune,2023
Paper,99,Landfill,Bhopal,2022
Organic,192,Composting,Ahmedabad,2023
Plastic,108,Recycling,Delhi,2021
Paper,153,Landfill,Bhopal,2022
Paper,90,Recycling,Luckhnow,2023
Plastic,116,Landfill,Luckhnow,2021
Paper,108,Landfill,Bhopal,2021
Paper,157,Recycling,Kolkata,2023
Paper,83,Recycling,Luckhnow,2023
Paper,121,Composting,Ahmedabad,2023
Plastic,86,Recycling,Bangalore,2023
Organic,158,Composting,Ahmedabad,2023
Plastic,97,Recycling,Luckhnow,2023
Organic,200,Composting,Pune,2023
Plastic,93,Recycling,Mumbai,2023
Plastic,193,Landfill,Delhi,2021
Plastic,86,Recycling,Bhopal,2021
Organic,180,Composting,Pune,2022
Paper,83,Recycling,Bhopal,2023
Plastic,99,Landfill,Delhi,2021
Paper,108,Landfill,Bhopal,2022
Paper,106,Recycling,Bangalore,2023
Organic,175,Composting,Ahmedabad,2023
Paper,97,Landfill,Kolkata,2022
Organic,176,Composting,Pune,2022
Plastic,80,Recycling,Bangalore,2023
Organic,160,Composting,Ahmedabad,2022
Paper,82,Landfill,Luckhnow,2022
Paper,80,Recycling,Luckhnow,2022
Organic,147,Composting,Bhubaneshwar,2023
Plastic,105,Landfill,Mumbai,2022
Paper,80,Recycling,Luckhnow,2021
Plastic,100,Recycling,Mumbai,2023
Plastic,117,Landfill,Delhi,2021
Paper,101,Recycling,Kolkata,2023
Plastic,200,Landfill,Delhi,2021
Plastic,114,Landfill,Delhi,2021
Paper,89,Recycling,Bhopal,2023
Paper,97,Landfill,Delhi,2022
Plastic,100,Landfill,Bangalore,2023
Plastic,90,Landfill,Bhopal,2022
Paper,87,Recycling,Luckhnow,2021
Plastic,89,Recycling,Bangalore,2023
Organic,165,Composting,Pune,2023
Plastic,80,Recycling,Kolkata,2023
Plastic,96,Landfill,Bhopal,2022
Organic,163,Composting,Ahmedabad,2023
Plastic,119,Landfill,Bhopal,2021
Organic,124,Composting,Bhubaneshwar,2023
Plastic,108,Landfill,Delhi,2022
Organic,167,Composting,Pune,2023
Plastic,105,Recycling,Delhi,2023
Plastic,101,Recycling,Bangalore,2021
Plastic,101,Landfill,Delhi,2023
Plastic,80,Recycling,Bangalore,2021
Paper,138,Recycling,Kolkata,2023
Plastic,92,Recycling,Kolkata,2023
Organic,166,Composting,Pune,2023
Organic,111,Composting,Bhubaneshwar,2022
Plastic,87,Recycling,Bangalore,2023
Paper,89,Recycling,Luckhnow,2021
Plastic,80,Recycling,Luckhnow,2023
Paper,104,Landfill,Bhopal,2022
Organic,158,Composting,Ahmedabad,2022
Organic,181,Composting,Ahmedabad,2023
Organic,198,Composting,Ahmedabad,2022
Organic,131,Composting,Bhubaneshwar,2023
Organic,198,Composting,Pune,2021
Plastic,89,Recycling,Kolkata,2023
Plastic,118,Recycling,Bangalore,2023
Paper,82,Landfill,Bhopal,2021
Organic,163,Composting,Pune,2023
Plastic,87,Recycling,Luckhnow,2023
Paper,168,Recycling,Kolkata,2023
Organic,179,Composting,Pune,2023
Plastic,111,Landfill,Delhi,2021
Plastic,100,Recycling,Mumbai,2021
Organic,157,Composting,Ahmedabad,2023
Paper,191,Recycling,Bhopal,2021
Organic,107,Composting,Bhubaneshwar,2022
Organic,166,Composting,Ahmedabad,2022
Plastic,97,Recycling,Bangalore,2021
Plastic,123,Landfill,Bhopal,2021
Paper,111,Recycling,Bhopal,2022
Organic,180,Composting,Ahmedabad,2022
Plastic,87,Recycling,Bangalore,2023
Organic,192,Composting,Pune,2022
Organic,200,Composting,Ahmedabad,2023
Paper,82,Landfill,Bangalore,2023
Organic,166,Composting,Pune,2021
Plastic,99,Recycling,Delhi,2021
Plastic,80,Recycling,Mumbai,2023
Plastic,165,Landfill,Delhi,2023
Plastic,88,Recycling,Bangalore,2021
Plastic,92,Composting,Bangalore,2022
Paper,94,Recycling,Kolkata,2023
Plastic,84,Recycling,Luckhnow,2023
Paper,88,Landfill,Delhi,2021
Paper,80,Recycling,Luckhnow,2021
Organic,152,Composting,Ahmedabad,2023
Organic,188,Composting,Pune,2023
Paper,113,Landfill,Bhopal,2021
Plastic,82,Recycling,Kolkata,2023
Organic,165,Composting,Bhubaneshwar,2022
Paper,95,Recycling,Bhopal,2021
Plastic,183,Recycling,Delhi,2023
Paper,89,Recycling,Bhopal,2023
Paper,88,Recycling,Luckhnow,2021
Plastic,94,Recycling,Mumbai,2023
Organic,177,Composting,Pune,2023
Paper,164,Composting,Kolkata,2023
Organic,200,Composting,Ahmedabad,2022
Paper,149,Landfill,Bhopal,2022
Organic,160,Composting,Ahmedabad,2023
Organic,181,Composting,Bhubaneshwar,2023
Organic,173,Composting,Pune,2023
Organic,185,Composting,Pune,2022
Plastic,109,Landfill,Delhi,2021
Plastic,110,Landfill,Delhi,2022
Plastic,93,Recycling,Bangalore,2023
Plastic,97,Landfill,Delhi,2023
Paper,80,Landfill,Bhopal,2022
Paper,154,Landfill,Kolkata,2023
Plastic,100,Recycling,Delhi,2021
Plastic,96,Recycling,Luckhnow,2022
Paper,117,Landfill,Kolkata,2022
Paper,164,Recycling,Kolkata,2023
Organic,167,Composting,Bhubaneshwar,2023
Organic,176,Composting,Ahmedabad,2023
Organic,164,Composting,Bhubaneshwar,2023
Organic,142,Composting,Bhubaneshwar,2023
Plastic,96,Recycling,Ahmedabad,2023
Organic,142,Composting,Bhubaneshwar,2023
Paper,106,Recycling,Luckhnow,2023
Plastic,101,Recycling,Kolkata,2023
Organic,170,Recycling,Pune,2023
Organic,184,Composting,Ahmedabad,2023
Paper,129,Recycling,Luckhnow,2023
Paper,188,Composting,Ahmedabad,2023
Plastic,95,Recycling,Mumbai,2023
Plastic,168,Landfill,Kolkata,2023
Plastic,97,Recycling,Mumbai,2023
Organic,187,Composting,Ahmedabad,2023
Organic,156,Composting,Pune,2023
Organic,189,Composting,Pune,2023
Plastic,118,Landfill,Delhi,2021
Organic,200,Composting,Pune,2022
Organic,199,Composting,Ahmedabad,2023
Plastic,169,Recycling,Mumbai,2023
Organic,174,Composting,Ahmedabad,2023
Paper,81,Landfill,Luckhnow,2021
Plastic,93,Recycling,Bangalore,2021
Organic,177,Composting,Ahmedabad,2023
Plastic,92,Landfill,Delhi,2023
Plastic,121,Landfill,Delhi,2021
Paper,100,Recycling,Luckhnow,2021
Organic,187,Composting,Pune,2023
Paper,103,Recycling,Luckhnow,2023
Organic,180,Composting,Bhubaneshwar,2022
Paper,93,Recycling,Bhopal,2021
Plastic,80,Recycling,Luckhnow,2023
Plastic,99,Recycling,Bangalore,2023
Plastic,100,Recycling,Mumbai,2023
Organic,180,Composting,Pune,2023
Organic,171,Composting,Ahmedabad,2023
Paper,101,Recycling,Bangalore,2023
Plastic,84,Recycling,Mumbai,2023
Organic,182,Composting,Bhubaneshwar,2023
Plastic,83,Recycling,Bangalore,2023
Plastic,91,Recycling,Kolkata,2023
Organic,181,Composting,Bhubaneshwar,2023
Organic,169,Composting,Pune,2023
Paper,90,Landfill,Bhopal,2021
Organic,170,Composting,Bhubaneshwar,2022
Organic,200,Composting,Ahmedabad,2023
Paper,159,Recycling,Kolkata,2023
Organic,146,Composting,Pune,2022
Paper,187,Landfill,Pune,2022
Plastic,96,Landfill,Luckhnow,2023
Paper,141,Composting,Bhubaneshwar,2023
Paper,137,Recycling,Bhopal,2023
Organic,188,Composting,Pune,2023
Organic,181,Composting,Pune,2022
Plastic,95,Recycling,Bangalore,2023
Paper,126,Recycling,Luckhnow,2023
Organic,179,Composting,Ahmedabad,2023
Plastic,87,Recycling,Mumbai,2023
Organic,168,Composting,Pune,2023
Plastic,115,Recycling,Bangalore,2023
Organic,155,Composting,Ahmedabad,2023
Organic,175,Composting,Ahmedabad,2023
Organic,167,Composting,Ahmedabad,2023
Plastic,114,Landfill,Delhi,2021
Organic,166,Composting,Pune,2022
Plastic,105,Landfill,Delhi,2021
Organic,131,Composting,Bhubaneshwar,2022
Plastic,81,Recycling,Kolkata,2023
Paper,140,Recycling,Kolkata,2023
Plastic,138,Recycling,Kolkata,2023
Plastic,109,Recycling,Mumbai,2023
Paper,85,Recycling,Kolkata,2023
Organic,168,Composting,Bhubaneshwar,2023
Plastic,80,Recycling,Mumbai,2021
Plastic,118,Recycling,Mumbai,2023
Organic,171,Composting,Bhubaneshwar,2023
Paper,80,Recycling,Mumbai,2023
Plastic,123,Landfill,Delhi,2021
Plastic,101,Recycling,Bangalore,2023
Plastic,100,Landfill,Delhi,2021
Organic,169,Composting,Bhubaneshwar,2023
Organic,184,Composting,Bhubaneshwar,2023
Paper,90,Recycling,Luckhnow,2023
Plastic,179,Landfill,Pune,2022
Paper,155,Recycling,Kolkata,2022
Paper,101,Recycling,Bangalore,2021
Plastic,88,Landfill,Delhi,2021
Organic,185,Composting,Pune,2023
Organic,145,Composting,Bhubaneshwar,2023
Organic,170,Composting,Pune,2022
Plastic,110,Recycling,Mumbai,2021
Organic,190,Composting,Ahmedabad,2023
Organic,172,Composting,Pune,2022
Plastic,80,Recycling,Kolkata,2023
Plastic,114,Landfill,Delhi,2021
Plastic,100,Recycling,Bhopal,2023
Organic,197,Composting,Pune,2022
Paper,94,Recycling,Bhopal,2022
Plastic,91,Landfill,Delhi,2023
Plastic,135,Recycling,Mumbai,2023
Paper,121,Landfill,Delhi,2021
Paper,80,Recycling,Kolkata,2023
Paper,126,Recycling,Kolkata,2023
Paper,155,Recycling,Kolkata,2023
Organic,145,Composting,Bhubaneshwar,2021
Plastic,108,Recycling,Mumbai,2023
Plastic,110,Recycling,Mumbai,2023
Plastic,80,Recycling,Kolkata,2023
Plastic,94,Recycling,Mumbai,2023
Plastic,92,Landfill,Bhopal,2021
Organic,166,Composting,Ahmedabad,2023
Paper,182,Landfill,Bhopal,2022
Plastic,136,Recycling,Luckhnow,2021
Plastic,136,Recycling,Kolkata,2022
Paper,104,Landfill,Kolkata,2022
Organic,182,Composting,Pune,2022
Paper,110,Landfill,Bhopal,2021
Paper,80,Recycling,Mumbai,2023
Organic,184,Composting,Pune,2022
Organic,173,Composting,Bhubaneshwar,2023
Plastic,107,Landfill,Pune,2021
Organic,200,Composting,Ahmedabad,2022
Paper,93,Recycling,Kolkata,2023
Plastic,83,Recycling,Bangalore,2021
Plastic,90,Landfill,Mumbai,2021
Organic,167,Composting,Pune,2022
Paper,97,Recycling,Bhopal,2023
Organic,200,Composting,Pune,2022
Paper,80,Recycling,Luckhnow,2022
Paper,175,Recycling,Kolkata,2022
Paper,164,Recycling,Kolkata,2023
Plastic,80,Recycling,Bangalore,2023
Plastic,104,Recycling,Delhi,2023
Paper,151,Recycling,Kolkata,2023
Plastic,92,Recycling,Delhi,2023
Paper,80,Recycling,Bhopal,2022
Plastic,80,Recycling,Kolkata,2023
Plastic,103,Recycling,Mumbai,2021
Plastic,99,Landfill,Bhopal,2021
Plastic,91,Recycling,Mumbai,2023
Organic,200,Composting,Pune,2022
Plastic,107,Recycling,Delhi,2021
Plastic,101,Recycling,Bangalore,2023
Paper,102,Recycling,Bhopal,2022
Plastic,105,Landfill,Bangalore,2023
Paper,86,Recycling,Kolkata,2023
Organic,200,Composting,Pune,2022
Organic,168,Composting,Ahmedabad,2023
Organic,173,Composting,Ahmedabad,2023
Paper,102,Recycling,Bhopal,2022
Plastic,90,Recycling,Mumbai,2021
Organic,157,Composting,Ahmedabad,2022
Paper,152,Recycling,Bangalore,2023
Organic,153,Composting,Ahmedabad,2023
Paper,90,Landfill,Bhopal,2022
Organic,194,Composting,Pune,2022
Paper,98,Recycling,Kolkata,2023
Organic,171,Composting,Bhubaneshwar,2023
Paper,143,Recycling,Kolkata,2023
Organic,197,Composting,Pune,2023
Organic,160,Composting,Ahmedabad,2023
Plastic,85,Landfill,Delhi,2022
Paper,131,Landfill,Bhopal,2023
Organic,198,Composting,Pune,2023
Paper,85,Recycling,Luckhnow,2021
Organic,200,Composting,Pune,2022
Plastic,94,Recycling,Mumbai,2021
Paper,99,Recycling,Bhopal,2022
Organic,165,Composting,Bhubaneshwar,2023
Organic,177,Composting,Ahmedabad,2023
Organic,194,Composting,Pune,2022
Organic,156,Composting,Ahmedabad,2023
Paper,89,Recycling,Kolkata,2022
Paper,142,Recycling,Luckhnow,2022
Plastic,100,Recycling,Delhi,2023
Plastic,80,Recycling,Kolkata,2021
Organic,189,Composting,Bhubaneshwar,2023
Organic,168,Composting,Pune,2023
Paper,170,Recycling,Kolkata,2022
Plastic,93,Landfill,Delhi,2023
Plastic,85,Recycling,Mumbai,2023
Plastic,93,Recycling,Kolkata,2021
Organic,171,Composting,Bhubaneshwar,2023
Plastic,103,Recycling,Mumbai,2023
Organic,177,Composting,Ahmedabad,2022
Plastic,86,Recycling,Bangalore,2023
Plastic,107,Landfill,Delhi,2021
Organic,200,Composting,Ahmedabad,2023
Paper,80,Recycling,Luckhnow,2021
Plastic,100,Landfill,Delhi,2021
Organic,183,Composting,Bhopal,2022
Organic,190,Composting,Bhubaneshwar,2023
Paper,96,Recycling,Kolkata,2022
Organic,181,Composting,Ahmedabad,2022
Organic,166,Composting,Ahmedabad,2023
Organic,173,Composting,Pune,2023
Paper,80,Recycling,Kolkata,2023
Plastic,95,Recycling,Mumbai,2023
Organic,200,Composting,Pune,2023
Paper,80,Recycling,Luckhnow,2022
Organic,182,Composting,Ahmedabad,2023
Organic,171,Composting,Ahmedabad,2022
Paper,171,Landfill,Kolkata,2023
Organic,170,Composting,Pune,2023
Organic,183,Composting,Pune,2023
Paper,153,Recycling,Kolkata,2023
Organic,179,Composting,Ahmedabad,2023
Paper,86,Landfill,Bhopal,2021
Paper,87,Recycling,Luckhnow,2022
Paper,139,Recycling,Luckhnow,2023
Organic,199,Composting,Pune,2022
Plastic,80,Recycling,Mumbai,2021
Plastic,86,Recycling,Bangalore,2023
Paper,103,Landfill,Bhubaneshwar,2023
Plastic,177,Recycling,Mumbai,2023
Plastic,112,Landfill,Mumbai,2021
Paper,130,Composting,Mumbai,2021
Plastic,85,Recycling,Bangalore,2023
Paper,80,Recycling,Luckhnow,2021
Plastic,106,Landfill,Delhi,2021
Paper,139,Recycling,Kolkata,2023
Plastic,89,Recycling,Bangalore,2023
Paper,86,Recycling,Luckhnow,2021
Plastic,96,Recycling,Mumbai,2023
Plastic,98,Landfill,Bhopal,2022
Plastic,108,Recycling,Bangalore,2021
Organic,195,Composting,Pune,2022
Organic,154,Composting,Pune,2023
Plastic,80,Recycling,Luckhnow,2023
Paper,137,Recycling,Luckhnow,2021
Paper,101,Recycling,Bangalore,2023
Organic,159,Composting,Pune,2023
Organic,176,Composting,Pune,2022
Paper,159,Landfill,Ahmedabad,2023
Organic,186,Composting,Pune,2021
Plastic,186,Landfill,Mumbai,2023
Paper,81,Landfill,Bhopal,2021
Organic,193,Composting,Pune,2022
Plastic,94,Recycling,Delhi,2021
Organic,171,Composting,Ahmedabad,2022
Plastic,98,Landfill,Mumbai,2021
Organic,200,Composting,Pune,2023
Paper,146,Recycling,Kolkata,2022
Plastic,102,Landfill,Delhi,2023
Organic,192,Composting,Ahmedabad,2023
Plastic,109,Recycling,Luckhnow,2021
Paper,149,Recycling,Bangalore,2023
Plastic,96,Recycling,Luckhnow,2023
Organic,174,Composting,Bhubaneshwar,2023
Organic,174,Composting,Ahmedabad,2023
Paper,88,Recycling,Luckhnow,2022
Plastic,92,Landfill,Delhi,2023
Organic,174,Composting,Ahmedabad,2022
Plastic,122,Landfill,Bangalore,2023
Paper,120,Landfill,Bhopal,2021
Organic,140,Composting,Bhubaneshwar,2023
Plastic,111,Landfill,Bangalore,2021
Organic,158,Composting,Bhubaneshwar,2023
Paper,119,Recycling,Mumbai,2023
Organic,178,Composting,Bhubaneshwar,2023
Plastic,80,Recycling,Luckhnow,2023
Organic,154,Composting,Pune,2023
Plastic,91,Recycling,Bangalore,2023
Plastic,97,Recycling,Bangalore,2023
Plastic,97,Recycling,Mumbai,2023
Plastic,140,Recycling,Kolkata,2023
Organic,171,Composting,Ahmedabad,2022
Paper,80,Recycling,Luckhnow,2023
Plastic,92,Recycling,Ahmedabad,2021
Organic,151,Composting,Ahmedabad,2023
Plastic,96,Recycling,Bangalore,2023
Paper,93,Landfill,Bhopal,2022
Organic,173,Composting,Bhubaneshwar,2022
Organic,163,Composting,Bhubaneshwar,2022
Plastic,104,Recycling,Bangalore,2023
Organic,200,Composting,Pune,2022
Plastic,102,Landfill,Delhi,2021
Organic,172,Composting,Pune,2023
Paper,101,Recycling,Mumbai,2023
Plastic,119,Landfill,Delhi,2021
Organic,182,Composting,Pune,2023
Plastic,131,Landfill,Delhi,2021
Organic,175,Composting,Pune,2023
Organic,174,Composting,Bhubaneshwar,2023
Organic,192,Composting,Ahmedabad,2023
Organic,161,Composting,Bhubaneshwar,2023
Plastic,118,Recycling,Delhi,2021
Organic,171,Composting,Bhubaneshwar,2023
Paper,104,Landfill,Bhopal,2022
Organic,190,Composting,Bhubaneshwar,2022
Plastic,200,Recycling,Mumbai,2023
Organic,158,Composting,Ahmedabad,2023
Organic,193,Composting,Pune,2023
Organic,167,Composting,Bhubaneshwar,2023
Plastic,104,Landfill,Delhi,2021
Organic,171,Composting,Pune,2022
Paper,95,Recycling,Kolkata,2023
Organic,144,Composting,Pune,2023
Organic,187,Composting,Bhubaneshwar,2023
Organic,154,Composting,Pune,2022
Plastic,83,Recycling,Bhopal,2021
Organic,200,Composting,Pune,2022
Plastic,102,Landfill,Delhi,2021
Plastic,106,Recycling,Mumbai,2021
Organic,186,Composting,Pune,2022
Plastic,94,Recycling,Ahmedabad,2022
Plastic,94,Recycling,Mumbai,2023
Plastic,106,Recycling,Mumbai,2023
Plastic,106,Recycling,Bangalore,2023
Paper,80,Recycling,Bhopal,2023
Plastic,117,Landfill,Delhi,2023
Organic,163,Composting,Bhubaneshwar,2023
Organic,166,Composting,Bhubaneshwar,2022
Organic,161,Composting,Bhubaneshwar,2023
Plastic,92,Recycling,Bangalore,2023
Organic,139,Composting,Bhubaneshwar,2023
Plastic,111,Landfill,Kolkata,2022
Organic,139,Composting,Bhubaneshwar,2023
Organic,174,Composting,Bhubaneshwar,2022
Paper,84,Recycling,Kolkata,2022
Organic,186,Composting,Pune,2022
Plastic,200,Recycling,Mumbai,2023
Plastic,81,Landfill,Mumbai,2021
Plastic,99,Recycling,Bangalore,2021
Plastic,97,Recycling,Kolkata,2023
Organic,156,Composting,Ahmedabad,2023
Paper,94,Recycling,Luckhnow,2023
Paper,101,Recycling,Kolkata,2023
Paper,80,Recycling,Bangalore,2023
Plastic,99,Landfill,Delhi,2021
Organic,166,Composting,Ahmedabad,2023
Plastic,80,Recycling,Luckhnow,2023
Organic,180,Composting,Kolkata,2023
Organic,197,Composting,Bhubaneshwar,2022
Plastic,144,Recycling,Kolkata,2023
Paper,80,Recycling,Luckhnow,2023
Plastic,111,Composting,Delhi,2023
Plastic,84,Recycling,Bangalore,2023
Plastic,93,Recycling,Mumbai,2023
Plastic,104,Landfill,Delhi,2021
Organic,150,Composting,Ahmedabad,2023
Paper,152,Recycling,Ahmedabad,2023
Paper,88,Recycling,Kolkata,2023
Organic,200,Composting,Pune,2022
Plastic,108,Landfill,Delhi,2021
Paper,134,Recycling,Luckhnow,2023
Plastic,90,Recycling,Mumbai,2023
Organic,155,Composting,Bhubaneshwar,2023
Organic,179,Composting,Pune,2022
Paper,132,Recycling,Bhopal,2022
Paper,94,Recycling,Kolkata,2022
Plastic,85,Recycling,Mumbai,2021
Paper,145,Recycling,Kolkata,2022
Plastic,94,Recycling,Mumbai,2023
Plastic,92,Recycling,Delhi,2023
Paper,80,Recycling,Luckhnow,2023
Paper,135,Recycling,Kolkata,2023
Organic,189,Composting,Bhubaneshwar,2022
Plastic,88,Landfill,Mumbai,2023
Plastic,99,Recycling,Mumbai,2023
Paper,91,Recycling,Bangalore,2023
Plastic,100,Recycling,Bangalore,2023
Plastic,167,Landfill,Mumbai,2021
Paper,81,Landfill,Bhopal,2022
Paper,80,Recycling,Mumbai,2023
Paper,80,Recycling,Mumbai,2023
Plastic,159,Recycling,Kolkata,2023
Organic,96,Composting,Bhubaneshwar,2023
Plastic,89,Recycling,Bangalore,2022
Organic,167,Composting,Pune,2023
Organic,116,Composting,Bhubaneshwar,2023
Organic,154,Composting,Pune,2023
Paper,80,Recycling,Kolkata,2023
Paper,82,Landfill,Luckhnow,2021
Plastic,195,Recycling,Bangalore,2023
Organic,173,Composting,Ahmedabad,2023
Plastic,200,Recycling,Mumbai,2023
Plastic,101,Recycling,Bangalore,2021
Plastic,87,Recycling,Delhi,2021
Organic,182,Composting,Ahmedabad,2023
Organic,200,Composting,Ahmedabad,2023
Plastic,95,Landfill,Delhi,2021
Plastic,102,Landfill,Bhopal,2023
Organic,141,Composting,Ahmedabad,2023
Organic,171,Composting,Bhubaneshwar,2023
Paper,101,Landfill,Delhi,2021
Paper,152,Recycling,Kolkata,2023
Paper,147,Recycling,Luckhnow,2023
Paper,80,Landfill,Bhopal,2023
Paper,82,Recycling,Bhopal,2021
Organic,148,Composting,Kolkata,2023
Organic,193,Composting,Pune,2022
Paper,80,Recycling,Bhopal,2022
Plastic,106,Recycling,Mumbai,2021
Paper,85,Recycling,Kolkata,2023
Organic,163,Composting,Ahmedabad,2023
Plastic,118,Recycling,Bangalore,2023
