Type of waste,Quantity (kg),Disposal method,Geographic location,Time period
Paper,132,Composting,Surat,2022
Plastic,112,Recycling,Thane,2021
Organic,225,Landfill,Bhopal,2023
Organic,100,Recycling,Pimpri-Chinchwad,2020
Plastic,192,Composting,Thane,2020
Organic,239,Recycling,Nashik,2020
Organic,154,Recycling,Kalyan-Dombivli,2021
Organic,169,Recycling,Vadodara,2020
Organic,218,Recycling,Thane,2020
Organic,191,Recycling,Kolkata,2020
Organic,243,Composting,Vadodara,2021
Organic,113,Composting,Ludhiana,2021
Plastic,52,Recycling,Ludhiana,2020
Organic,116,Recycling,Nashik,2024
Organic,65,Landfill,Meerut,2021
Organic,113,Recycling,Lucknow,2021
Plastic,208,Composting,Visakhapatnam,2020
Plastic,172,Composting,Agra,2020
Plastic,66,Composting,Kalyan-Dombivli,2024
Plastic,69,Recycling,Thane,2020
Organic,136,Recycling,Vadodara,2020
Plastic,216,Recycling,Meerut,2020
Plastic,110,Recycling,Faridabad,2022
Organic,133,Composting,Ludhiana,2020
Paper,254,Composting,Delhi,2022
Plastic,52,Recycling,Nagpur,2021
Paper,183,Recycling,Kalyan-Dombivli,2020
Plastic,212,Composting,Indore,2022
Plastic,52,Composting,Ghaziabad,2022
Organic,183,Recycling,Visakhapatnam,2021
Paper,116,Recycling,Rajkot,2022
Organic,163,Recycling,Bhopal,2022
Plastic,52,Landfill,Chennai,2022
Organic,102,Recycling,Kanpur,2020
Plastic,60,Composting,Agra,2020
Organic,145,Recycling,Jaipur,2021
Paper,144,Recycling,Nagpur,2023
Organic,126,Recycling,Kalyan-Dombivli,2021
Plastic,105,Recycling,Meerut,2023
Organic,104,Recycling,Kanpur,2020
Organic,71,Composting,Visakhapatnam,2020
Organic,112,Recycling,Thane,2020
Organic,222,Composting,Hyderabad,2020
Plastic,136,Composting,Indore,2020
Organic,240,Recycling,Kolkata,2022
Plastic,161,Landfill,Kanpur,2020
Plastic,181,Recycling,Surat,2021
Paper,253,Recycling,Jaipur,2020
Plastic,204,Composting,Nagpur,2020
Plastic,253,Composting,Nagpur,2021
Organic,73,Recycling,Thane,2020
Plastic,244,Composting,Chennai,2023
Organic,267,Recycling,Thane,2020
Organic,201,Landfill,Faridabad,2020
Plastic,153,Recycling,Vadodara,2021
Organic,98,Recycling,Agra,2020
Plastic,171,Composting,Chennai,2023
Plastic,86,Landfill,Vasai-Virar,2021
Paper,177,Composting,Kolkata,2022
Plastic,201,Recycling,Nagpur,2020
Paper,222,Composting,Nagpur,2022
Plastic,191,Composting,Vasai-Virar,2022
Organic,291,Recycling,Ludhiana,2022
Organic,249,Composting,Indore,2021
Plastic,214,Composting,Visakhapatnam,2020
Organic,165,Composting,Indore,2020
Plastic,235,Composting,Meerut,2020
Plastic,212,Recycling,Jaipur,2022
Plastic,155,Landfill,Jaipur,2022
Plastic,227,Recycling,Visakhapatnam,2020
Plastic,108,Composting,Vadodara,2022
Paper,242,Composting,Delhi,2020
Plastic,149,Landfill,Nashik,2024
Paper,156,Composting,Agra,2022
Organic,106,Composting,Varanasi,2020
Plastic,291,Composting,Ahmedabad,2021
Paper,99,Landfill,Lucknow,2020
Organic,130,Composting,Mumbai,2020
Plastic,176,Composting,Thane,2020
Paper,143,Landfill,Thane,2020
Organic,166,Recycling,Kanpur,2020
Organic,155,Composting,Visakhapatnam,2020
Paper,254,Recycling,Bangalore,2020
Paper,185,Composting,Ghaziabad,2020
Organic,174,Recycling,Faridabad,2020
Plastic,170,Composting,Delhi,2020
Paper,215,Composting,Nashik,2020
Organic,52,Composting,Vasai-Virar,2020
Organic,208,Landfill,Varanasi,2021
Organic,75,Recycling,Kalyan-Dombivli,2021
Organic,110,Composting,Visakhapatnam,2020
Organic,222,Landfill,Rajkot,2023
Plastic,82,Landfill,Vasai-Virar,2021
Plastic,152,Recycling,Vasai-Virar,2023
Organic,143,Recycling,Thane,2020
Organic,148,Recycling,Ludhiana,2021
Organic,139,Recycling,Kanpur,2020
Organic,76,Recycling,Bhopal,2022
Organic,52,Composting,Vadodara,2020
Organic,110,Recycling,Meerut,2020
Plastic,236,Recycling,Kalyan-Dombivli,2023
Plastic,288,Landfill,Hyderabad,2020
Organic,248,Composting,Bhopal,2023
Paper,157,Landfill,Ludhiana,2024
Plastic,64,Landfill,Mumbai,2021
Organic,153,Recycling,Meerut,2021
Plastic,67,Composting,Nashik,2021
Organic,263,Recycling,Ahmedabad,2020
Plastic,235,Recycling,Pune,2023
Organic,212,Composting,Pimpri-Chinchwad,2020
Paper,60,Recycling,Delhi,2020
Paper,104,Composting,Vasai-Virar,2023
Organic,273,Recycling,Faridabad,2021
Paper,176,Landfill,Rajkot,2024
Organic,132,Composting,Ludhiana,2022
Organic,229,Recycling,Kalyan-Dombivli,2022
Organic,143,Composting,Thane,2020
Plastic,151,Composting,Meerut,2024
Paper,157,Composting,Vadodara,2021
Plastic,153,Composting,Pimpri-Chinchwad,2020
Plastic,172,Composting,Bangalore,2023
Organic,291,Recycling,Rajkot,2021
Paper,77,Recycling,Bangalore,2021
Organic,107,Recycling,Ludhiana,2024
Organic,81,Recycling,Kalyan-Dombivli,2020
Plastic,221,Recycling,Vasai-Virar,2022
Plastic,197,Recycling,Vasai-Virar,2020
Organic,166,Recycling,Chennai,2023
Plastic,209,Recycling,Jaipur,2020
Paper,236,Recycling,Vadodara,2020
Plastic,215,Composting,Ghaziabad,2023
Plastic,163,Landfill,Pune,2021
Paper,174,Recycling,Bangalore,2020
Organic,80,Recycling,Ludhiana,2020
Paper,209,Recycling,Kolkata,2021
Plastic,219,Composting,Pune,2021
Paper,145,Landfill,Meerut,2023
Paper,219,Recycling,Lucknow,2021
Organic,259,Recycling,Indore,2021
Organic,287,Recycling,Mumbai,2021
Organic,210,Composting,Ludhiana,2021
Plastic,248,Composting,Nashik,2020
Plastic,209,Recycling,Delhi,2020
Plastic,88,Composting,Ludhiana,2024
Organic,213,Landfill,Lucknow,2023
Organic,233,Recycling,Chennai,2022
Plastic,223,Recycling,Bangalore,2023
Paper,128,Recycling,Thane,2021
Plastic,181,Composting,Pune,2020
Organic,183,Recycling,Pune,2020
Organic,189,Recycling,Ghaziabad,2020
Plastic,190,Recycling,Bangalore,2020
Organic,158,Recycling,Kanpur,2020
Paper,251,Recycling,Lucknow,2022
Organic,251,Recycling,Kalyan-Dombivli,2022
Organic,117,Landfill,Kalyan-Dombivli,2020
Plastic,165,Landfill,Vadodara,2021
Paper,142,Recycling,Meerut,2020
Plastic,120,Composting,Nagpur,2020
Plastic,70,Recycling,Surat,2023
Paper,244,Composting,Kolkata,2021
Organic,186,Recycling,Chennai,2021
Paper,99,Composting,Ahmedabad,2022
Plastic,205,Landfill,Hyderabad,2020
Organic,79,Recycling,Nagpur,2021
Plastic,255,Recycling,Hyderabad,2022
Plastic,234,Composting,Thane,2020
Organic,213,Composting,Kalyan-Dombivli,2020
Plastic,234,Composting,Varanasi,2020
Plastic,91,Composting,Delhi,2020
Plastic,177,Composting,Thane,2024
Organic,181,Composting,Surat,2020
Plastic,93,Composting,Ghaziabad,2020
Plastic,242,Recycling,Vasai-Virar,2022
Plastic,275,Composting,Pimpri-Chinchwad,2020
Plastic,122,Recycling,Delhi,2021
Plastic,154,Composting,Ahmedabad,2020
Paper,185,Recycling,Kalyan-Dombivli,2023
Plastic,141,Composting,Jaipur,2021
Organic,228,Recycling,Nagpur,2021
Plastic,240,Composting,Pune,2022
Plastic,93,Recycling,Surat,2022
Plastic,102,Composting,Chennai,2020
Plastic,52,Composting,Pune,2022
Organic,202,Landfill,Pune,2020
Organic,185,Recycling,Nashik,2020
Plastic,187,Recycling,Jaipur,2023
Plastic,248,Recycling,Kalyan-Dombivli,2022
Organic,257,Recycling,Lucknow,2020
Plastic,65,Recycling,Vasai-Virar,2020
Plastic,212,Composting,Kolkata,2020
Organic,214,Recycling,Kalyan-Dombivli,2022
Organic,130,Recycling,Ahmedabad,2020
Paper,276,Composting,Nagpur,2020
Plastic,186,Composting,Meerut,2020
Plastic,186,Recycling,Ludhiana,2020
Plastic,268,Recycling,Kalyan-Dombivli,2021
Plastic,123,Recycling,Faridabad,2020
Paper,156,Composting,Meerut,2022
Organic,81,Landfill,Agra,2021
Organic,102,Composting,Agra,2023
Plastic,190,Recycling,Bhopal,2021
Paper,258,Recycling,Surat,2020
Paper,109,Landfill,Hyderabad,2023
Paper,122,Landfill,Hyderabad,2020
Plastic,241,Composting,Indore,2020
Organic,111,Recycling,Nagpur,2022
Organic,262,Recycling,Kolkata,2020
Organic,105,Recycling,Kalyan-Dombivli,2020
Organic,123,Recycling,Agra,2020
Organic,257,Recycling,Indore,2021
Organic,123,Recycling,Bangalore,2020
Plastic,186,Recycling,Indore,2021
Organic,174,Composting,Patna,2020
Paper,253,Recycling,Vasai-Virar,2021
Paper,151,Recycling,Varanasi,2023
Organic,276,Recycling,Kalyan-Dombivli,2020
Organic,110,Recycling,Nagpur,2023
Organic,101,Recycling,Ahmedabad,2020
Plastic,52,Composting,Jaipur,2020
Organic,206,Recycling,Nashik,2021
Plastic,127,Composting,Ahmedabad,2024
Organic,235,Recycling,Nagpur,2020
Plastic,52,Landfill,Thane,2024
Plastic,54,Landfill,Pune,2024
Organic,178,Recycling,Kalyan-Dombivli,2020
Plastic,203,Landfill,Kanpur,2023
Organic,116,Composting,Ahmedabad,2022
Organic,248,Recycling,Thane,2021
Organic,233,Recycling,Kalyan-Dombivli,2023
Plastic,59,Composting,Ahmedabad,2022
Plastic,104,Composting,Mumbai,2020
Plastic,212,Composting,Vasai-Virar,2020
Organic,225,Composting,Bangalore,2023
Plastic,64,Recycling,Surat,2022
Paper,147,Composting,Thane,2024
Organic,157,Recycling,Thane,2022
Organic,59,Landfill,Ahmedabad,2021
Organic,266,Landfill,Kalyan-Dombivli,2020
Plastic,175,Recycling,Ahmedabad,2020
Paper,211,Recycling,Hyderabad,2021
Plastic,182,Landfill,Bangalore,2020
Organic,82,Composting,Nagpur,2020
Organic,52,Recycling,Ahmedabad,2022
Organic,103,Composting,Bangalore,2020
Plastic,81,Composting,Hyderabad,2020
Paper,124,Composting,Jaipur,2022
Organic,105,Recycling,Ludhiana,2020
Organic,88,Landfill,Rajkot,2022
Organic,175,Composting,Kalyan-Dombivli,2020
Plastic,174,Composting,Pune,2023
Organic,233,Recycling,Vadodara,2021
Organic,130,Recycling,Patna,2023
Organic,199,Landfill,Ghaziabad,2022
Plastic,91,Landfill,Indore,2021
Plastic,196,Composting,Pune,2020
Organic,187,Composting,Kolkata,2020
Organic,84,Composting,Ghaziabad,2022
Plastic,169,Recycling,Ahmedabad,2020
Plastic,180,Composting,Visakhapatnam,2021
Plastic,196,Composting,Vasai-Virar,2020
Paper,286,Composting,Meerut,2023
Organic,87,Recycling,Ludhiana,2022
Organic,92,Recycling,Varanasi,2020
Paper,231,Recycling,Kalyan-Dombivli,2020
Paper,83,Composting,Jaipur,2022
Paper,100,Landfill,Hyderabad,2020
Organic,180,Composting,Nashik,2020
Plastic,205,Composting,Hyderabad,2020
Organic,162,Composting,Meerut,2020
Organic,137,Landfill,Faridabad,2022
Plastic,52,Composting,Ghaziabad,2021
Plastic,122,Composting,Ludhiana,2023
Plastic,178,Recycling,Meerut,2022
Paper,113,Recycling,Lucknow,2024
Paper,182,Composting,Meerut,2020
Organic,135,Recycling,Kalyan-Dombivli,2020
Organic,208,Composting,Lucknow,2022
Organic,177,Recycling,Kanpur,2021
Organic,211,Recycling,Varanasi,2020
Organic,112,Recycling,Pimpri-Chinchwad,2022
Plastic,228,Composting,Ludhiana,2020
Organic,52,Recycling,Rajkot,2022
Organic,108,Recycling,Ghaziabad,2021
Organic,204,Composting,Bangalore,2021
Plastic,204,Composting,Nashik,2020
Plastic,171,Landfill,Ghaziabad,2021
Organic,210,Recycling,Ghaziabad,2020
Plastic,187,Recycling,Bangalore,2022
Plastic,170,Composting,Bangalore,2022
Organic,77,Recycling,Kolkata,2023
Plastic,69,Composting,Ghaziabad,2023
Plastic,224,Landfill,Vasai-Virar,2023
Plastic,81,Recycling,Kalyan-Dombivli,2020
Plastic,215,Composting,Rajkot,2020
Organic,79,Recycling,Pimpri-Chinchwad,2022
Plastic,189,Composting,Ghaziabad,2021
Plastic,197,Composting,Indore,2022
Plastic,85,Recycling,Agra,2022
Organic,231,Recycling,Kalyan-Dombivli,2022
Plastic,247,Recycling,Vasai-Virar,2022
Paper,204,Composting,Nagpur,2020
Organic,248,Recycling,Ludhiana,2020
Organic,161,Recycling,Faridabad,2020
Paper,286,Recycling,Lucknow,2020
Organic,152,Recycling,Pimpri-Chinchwad,2021
Organic,163,Recycling,Varanasi,2021
Plastic,183,Recycling,Jaipur,2023
Plastic,107,Recycling,Hyderabad,2023
Organic,78,Recycling,Vadodara,2022
Organic,133,Recycling,Bangalore,2020
Organic,291,Recycling,Mumbai,2021
Paper,143,Landfill,Patna,2021
Paper,52,Landfill,Rajkot,2021
Organic,129,Recycling,Vadodara,2020
Plastic,166,Composting,Ghaziabad,2020
Organic,230,Recycling,Varanasi,2022
Organic,178,Composting,Mumbai,2022
Organic,101,Landfill,Thane,2021
Plastic,259,Recycling,Faridabad,2020
Organic,200,Composting,Chennai,2021
Plastic,235,Composting,Lucknow,2020
Paper,200,Composting,Agra,2023
Plastic,210,Composting,Delhi,2021
Plastic,192,Recycling,Rajkot,2022
Organic,84,Composting,Pimpri-Chinchwad,2023
Organic,220,Recycling,Ghaziabad,2020
Paper,150,Recycling,Pimpri-Chinchwad,2020
Paper,115,Recycling,Rajkot,2020
Organic,79,Composting,Varanasi,2020
Organic,122,Composting,Faridabad,2020
Organic,142,Recycling,Vadodara,2020
Organic,176,Recycling,Kolkata,2020
Paper,111,Recycling,Vadodara,2023
Plastic,86,Composting,Bhopal,2022
Organic,202,Recycling,Lucknow,2020
Organic,65,Composting,Nagpur,2020
Paper,286,Composting,Kalyan-Dombivli,2020
Plastic,151,Composting,Varanasi,2020
Paper,101,Composting,Agra,2022
Paper,161,Composting,Lucknow,2020
Plastic,210,Composting,Kanpur,2020
Organic,218,Composting,Thane,2022
Plastic,198,Recycling,Agra,2020
Plastic,97,Composting,Ludhiana,2024
Organic,70,Recycling,Kalyan-Dombivli,2022
Paper,152,Composting,Varanasi,2020
Organic,67,Recycling,Meerut,2021
Organic,273,Recycling,Nagpur,2020
Organic,162,Recycling,Pimpri-Chinchwad,2020
Organic,234,Recycling,Nagpur,2022
Paper,218,Recycling,Ghaziabad,2021
Paper,194,Composting,Pune,2023
Plastic,105,Composting,Nashik,2023
Plastic,204,Composting,Jaipur,2023
Plastic,236,Composting,Ludhiana,2022
Plastic,201,Landfill,Meerut,2022
Organic,211,Recycling,Ludhiana,2020
Organic,200,Recycling,Meerut,2022
Organic,201,Landfill,Ghaziabad,2022
Plastic,198,Recycling,Visakhapatnam,2020
Organic,122,Recycling,Lucknow,2022
Organic,266,Recycling,Ahmedabad,2020
Organic,148,Recycling,Kalyan-Dombivli,2023
Paper,149,Recycling,Pune,2023
Paper,230,Recycling,Pimpri-Chinchwad,2020
Organic,151,Recycling,Nashik,2022
Plastic,277,Landfill,Ghaziabad,2024
Paper,93,Composting,Visakhapatnam,2021
Plastic,52,Composting,Meerut,2021
Organic,214,Recycling,Rajkot,2020
Paper,200,Composting,Varanasi,2023
Plastic,149,Composting,Jaipur,2020
Organic,92,Recycling,Pune,2020
Organic,198,Composting,Ludhiana,2021
Organic,83,Composting,Meerut,2020
Plastic,214,Composting,Ahmedabad,2020
Plastic,247,Composting,Faridabad,2020
Paper,52,Recycling,Kolkata,2020
Plastic,99,Composting,Meerut,2022
Plastic,134,Landfill,Bhopal,2020
Paper,234,Composting,Pune,2020
Paper,200,Recycling,Pune,2020
Organic,241,Composting,Kalyan-Dombivli,2020
Plastic,189,Composting,Visakhapatnam,2022
Organic,189,Composting,Pune,2024
Plastic,81,Landfill,Hyderabad,2020
Organic,197,Recycling,Nagpur,2020
Plastic,196,Recycling,Ghaziabad,2024
Paper,144,Landfill,Visakhapatnam,2020
Paper,107,Composting,Visakhapatnam,2023
Plastic,264,Composting,Vasai-Virar,2020
Plastic,188,Composting,Kalyan-Dombivli,2021
Plastic,52,Composting,Hyderabad,2023
Plastic,277,Composting,Thane,2020
Organic,279,Composting,Thane,2021
Plastic,67,Composting,Ludhiana,2022
Paper,142,Recycling,Thane,2024
Organic,102,Composting,Pune,2024
Plastic,123,Landfill,Pune,2020
Plastic,73,Landfill,Meerut,2020
Plastic,164,Composting,Patna,2020
Plastic,201,Composting,Pune,2020
Organic,55,Landfill,Pimpri-Chinchwad,2020
Paper,176,Composting,Chennai,2021
Paper,145,Composting,Meerut,2021
Organic,190,Recycling,Bhopal,2022
Plastic,291,Composting,Bangalore,2020
Paper,75,Landfill,Agra,2024
Paper,155,Recycling,Vasai-Virar,2020
Plastic,149,Composting,Agra,2020
Paper,269,Composting,Kolkata,2020
Organic,82,Composting,Chennai,2021
Plastic,166,Recycling,Surat,2021
Organic,175,Recycling,Kalyan-Dombivli,2021
Plastic,176,Composting,Meerut,2023
Plastic,107,Recycling,Lucknow,2022
Plastic,212,Recycling,Pune,2023
Paper,206,Composting,Meerut,2020
Organic,223,Composting,Chennai,2020
Organic,291,Composting,Vadodara,2022
Plastic,185,Recycling,Varanasi,2021
Plastic,52,Recycling,Varanasi,2022
Paper,236,Recycling,Vadodara,2021
Organic,77,Recycling,Chennai,2021
Organic,59,Recycling,Bangalore,2020
Plastic,68,Recycling,Hyderabad,2020
Plastic,145,Composting,Indore,2023
Organic,102,Recycling,Hyderabad,2023
Organic,57,Composting,Hyderabad,2020
Paper,96,Recycling,Visakhapatnam,2020
Plastic,100,Recycling,Rajkot,2020
Paper,140,Recycling,Bhopal,2022
Plastic,192,Composting,Ghaziabad,2020
Paper,240,Composting,Thane,2023
Paper,134,Landfill,Varanasi,2021
Plastic,161,Recycling,Pune,2020
Paper,115,Composting,Kolkata,2020
Plastic,52,Composting,Jaipur,2023
Organic,195,Recycling,Thane,2022
Organic,240,Recycling,Vasai-Virar,2020
Paper,226,Composting,Vadodara,2020
Paper,52,Landfill,Visakhapatnam,2022
Paper,147,Composting,Varanasi,2022
Plastic,92,Composting,Pune,2020
Organic,268,Recycling,Pimpri-Chinchwad,2020
Plastic,140,Recycling,Patna,2021
Organic,210,Landfill,Vadodara,2021
Plastic,178,Recycling,Kolkata,2024
Organic,178,Recycling,Ludhiana,2020
Plastic,161,Recycling,Pune,2020
Organic,167,Landfill,Pune,2024
Organic,291,Recycling,Kalyan-Dombivli,2020
Plastic,214,Recycling,Ghaziabad,2022
Plastic,67,Recycling,Ghaziabad,2020
Organic,72,Recycling,Pune,2021
Plastic,197,Landfill,Chennai,2021
Organic,161,Recycling,Pune,2021
Organic,123,Recycling,Vasai-Virar,2020
Plastic,219,Landfill,Pimpri-Chinchwad,2022
Organic,237,Composting,Nagpur,2020
Plastic,153,Composting,Jaipur,2021
Organic,133,Recycling,Bhopal,2020
Plastic,105,Recycling,Agra,2023
Organic,109,Recycling,Kolkata,2020
Plastic,70,Recycling,Kalyan-Dombivli,2021
Plastic,84,Composting,Faridabad,2023
Plastic,90,Landfill,Pune,2020
Plastic,96,Recycling,Delhi,2020
Plastic,245,Composting,Mumbai,2022
Organic,291,Recycling,Faridabad,2020
Plastic,129,Composting,Pune,2023
Paper,210,Composting,Pimpri-Chinchwad,2020
Paper,79,Composting,Lucknow,2021
Plastic,167,Landfill,Ludhiana,2021
Paper,125,Composting,Jaipur,2020
Organic,127,Recycling,Vasai-Virar,2020
Plastic,227,Composting,Nashik,2023
Paper,194,Composting,Nagpur,2020
Organic,78,Recycling,Vadodara,2021
Plastic,52,Recycling,Pimpri-Chinchwad,2020
Organic,266,Recycling,Vadodara,2022
Plastic,124,Composting,Chennai,2020
Paper,164,Landfill,Nagpur,2023
Organic,94,Recycling,Vasai-Virar,2022
Plastic,52,Landfill,Surat,2020
Organic,104,Recycling,Patna,2021
Plastic,169,Recycling,Indore,2020
Organic,90,Recycling,Faridabad,2020
Organic,238,Recycling,Ghaziabad,2020
Organic,237,Recycling,Surat,2020
Organic,186,Landfill,Chennai,2022
Plastic,68,Composting,Thane,2022
Plastic,72,Recycling,Meerut,2023
Plastic,71,Composting,Faridabad,2020
Paper,260,Composting,Faridabad,2020
Paper,136,Landfill,Ludhiana,2020
Plastic,180,Landfill,Rajkot,2023
Plastic,242,Composting,Varanasi,2021
Organic,82,Recycling,Lucknow,2020
Plastic,54,Recycling,Ahmedabad,2021
Paper,137,Composting,Pune,2022
Plastic,122,Landfill,Vasai-Virar,2023
Plastic,89,Composting,Meerut,2021
Organic,118,Composting,Delhi,2021
Organic,192,Composting,Nashik,2023
Organic,129,Composting,Bhopal,2020
Organic,230,Recycling,Faridabad,2020
Organic,240,Recycling,Ghaziabad,2021
Paper,156,Recycling,Faridabad,2021
Plastic,135,Recycling,Meerut,2023
Plastic,154,Composting,Pune,2023
Plastic,52,Landfill,Varanasi,2021
Paper,60,Landfill,Ghaziabad,2024
Organic,52,Recycling,Delhi,2020
Paper,86,Recycling,Hyderabad,2023
Organic,157,Landfill,Pimpri-Chinchwad,2021
Plastic,124,Landfill,Chennai,2020
Organic,193,Composting,Faridabad,2020
Plastic,95,Landfill,Jaipur,2020
Plastic,222,Composting,Nagpur,2020
Plastic,172,Composting,Bangalore,2020
Plastic,76,Composting,Pune,2023
Paper,52,Composting,Kolkata,2021
Plastic,134,Landfill,Hyderabad,2020
Paper,203,Composting,Ludhiana,2020
Plastic,85,Composting,Indore,2022
Organic,231,Recycling,Nagpur,2020
Organic,186,Recycling,Meerut,2022
Plastic,200,Landfill,Agra,2021
Organic,215,Recycling,Hyderabad,2021
Organic,111,Composting,Varanasi,2021
Paper,190,Composting,Jaipur,2020
Organic,209,Recycling,Patna,2020
Plastic,206,Recycling,Hyderabad,2021
Plastic,100,Composting,Ghaziabad,2023
Paper,80,Landfill,Mumbai,2021
Plastic,179,Recycling,Hyderabad,2023
Organic,70,Recycling,Vadodara,2020
Organic,122,Recycling,Faridabad,2021
Plastic,184,Composting,Thane,2024
Organic,170,Recycling,Vasai-Virar,2020
Organic,176,Composting,Bhopal,2021
Plastic,209,Recycling,Patna,2020
Plastic,174,Composting,Vasai-Virar,2021
Organic,252,Landfill,Lucknow,2022
Paper,193,Recycling,Visakhapatnam,2020
Paper,172,Recycling,Varanasi,2021
Plastic,176,Landfill,Ahmedabad,2022
Plastic,250,Composting,Mumbai,2021
Plastic,145,Recycling,Ghaziabad,2020
Plastic,68,Landfill,Thane,2024
Plastic,169,Landfill,Varanasi,2020
Plastic,64,Landfill,Lucknow,2022
Organic,209,Composting,Hyderabad,2020
Plastic,162,Composting,Nagpur,2020
Paper,237,Recycling,Ludhiana,2020
Organic,141,Composting,Vasai-Virar,2022
Organic,247,Composting,Ludhiana,2020
Organic,278,Recycling,Ahmedabad,2020
Paper,90,Landfill,Pune,2024
Organic,249,Composting,Surat,2022
Organic,131,Composting,Rajkot,2022
Paper,259,Recycling,Nashik,2021
Paper,216,Recycling,Rajkot,2020
Organic,164,Composting,Ludhiana,2022
Organic,52,Landfill,Ludhiana,2021
Organic,223,Landfill,Bhopal,2020
Paper,132,Composting,Varanasi,2022
Plastic,63,Composting,Hyderabad,2020
Paper,207,Composting,Ahmedabad,2022
Paper,127,Landfill,Ludhiana,2021
Organic,291,Recycling,Varanasi,2022
Plastic,231,Composting,Thane,2020
Organic,169,Composting,Indore,2022
Plastic,209,Recycling,Lucknow,2021
Organic,194,Recycling,Bhopal,2021
Plastic,177,Composting,Surat,2020
Organic,144,Landfill,Varanasi,2020
Paper,114,Composting,Thane,2022
Organic,79,Recycling,Kalyan-Dombivli,2020
Paper,153,Composting,Kalyan-Dombivli,2020
Plastic,278,Recycling,Delhi,2021
Organic,244,Recycling,Ahmedabad,2020
Plastic,88,Composting,Chennai,2020
Organic,155,Recycling,Indore,2020
Paper,76,Recycling,Meerut,2024
Organic,230,Composting,Varanasi,2021
Paper,256,Composting,Pimpri-Chinchwad,2020
Organic,84,Composting,Ahmedabad,2020
Organic,205,Recycling,Vasai-Virar,2020
Organic,142,Recycling,Delhi,2022
Organic,165,Recycling,Patna,2020
Organic,200,Landfill,Nashik,2020
Paper,156,Landfill,Kalyan-Dombivli,2020
Plastic,178,Composting,Pune,2020
Paper,201,Composting,Hyderabad,2021
Plastic,104,Composting,Kolkata,2023
Plastic,151,Composting,Indore,2020
Plastic,83,Recycling,Ahmedabad,2020
Organic,238,Recycling,Surat,2022
Plastic,88,Recycling,Delhi,2022
Plastic,205,Composting,Pune,2020
Plastic,227,Composting,Ahmedabad,2020
Plastic,52,Recycling,Lucknow,2021
Paper,167,Recycling,Chennai,2020
Organic,106,Recycling,Nashik,2020
Plastic,202,Composting,Delhi,2020
Organic,254,Recycling,Vasai-Virar,2020
Plastic,175,Composting,Ludhiana,2022
Plastic,72,Composting,Patna,2023
Plastic,210,Composting,Nagpur,2022
Organic,151,Recycling,Kalyan-Dombivli,2020
Plastic,70,Composting,Agra,2024
Organic,268,Composting,Vadodara,2021
Plastic,193,Recycling,Vasai-Virar,2020
Organic,239,Composting,Mumbai,2020
Paper,143,Composting,Visakhapatnam,2023
Paper,87,Composting,Indore,2020
Organic,58,Composting,Surat,2020
Paper,141,Composting,Ludhiana,2020
Plastic,177,Recycling,Meerut,2023
Plastic,97,Recycling,Rajkot,2022
Plastic,63,Recycling,Thane,2021
Organic,137,Landfill,Surat,2020
Paper,169,Recycling,Pune,2024
Organic,134,Recycling,Nashik,2020
Organic,291,Composting,Ludhiana,2021
Plastic,52,Landfill,Rajkot,2023
Organic,78,Landfill,Varanasi,2021
Organic,94,Composting,Bangalore,2023
Plastic,157,Composting,Agra,2021
Paper,91,Composting,Kolkata,2020
Plastic,116,Landfill,Vasai-Virar,2022
Organic,198,Recycling,Nagpur,2022
Plastic,180,Composting,Pune,2020
Plastic,263,Composting,Bhopal,2022
Plastic,231,Composting,Kalyan-Dombivli,2020
Organic,261,Recycling,Lucknow,2021
Organic,183,Recycling,Vadodara,2020
Organic,129,Recycling,Faridabad,2020
Plastic,264,Composting,Delhi,2020
Paper,264,Composting,Delhi,2021
Organic,207,Recycling,Ahmedabad,2020
Plastic,105,Landfill,Chennai,2023
Plastic,259,Recycling,Ludhiana,2023
Paper,222,Composting,Chennai,2020
Paper,173,Recycling,Hyderabad,2022
Plastic,217,Landfill,Ahmedabad,2021
Organic,249,Composting,Varanasi,2020
Paper,236,Recycling,Kalyan-Dombivli,2021
Plastic,108,Recycling,Faridabad,2024
Plastic,212,Recycling,Pimpri-Chinchwad,2020
Paper,227,Composting,Visakhapatnam,2021
Plastic,136,Recycling,Kalyan-Dombivli,2020
Plastic,171,Composting,Chennai,2020
Organic,100,Landfill,Bangalore,2021
Paper,52,Composting,Bhopal,2020
Organic,291,Recycling,Rajkot,2021
Organic,101,Recycling,Hyderabad,2020
Plastic,187,Recycling,Pimpri-Chinchwad,2022
Organic,81,Composting,Ghaziabad,2020
Organic,185,Recycling,Kalyan-Dombivli,2023
Paper,112,Composting,Thane,2020
Organic,117,Recycling,Indore,2020
Plastic,77,Recycling,Bangalore,2021
Organic,207,Recycling,Pune,2022
Paper,206,Recycling,Delhi,2021
Plastic,129,Composting,Jaipur,2022
Paper,152,Composting,Faridabad,2020
Organic,75,Recycling,Vasai-Virar,2020
Plastic,167,Composting,Rajkot,2023
Paper,257,Composting,Meerut,2020
Paper,251,Composting,Kalyan-Dombivli,2020
Organic,57,Composting,Kanpur,2022
Organic,169,Recycling,Bhopal,2020
Plastic,242,Composting,Meerut,2020
Organic,108,Recycling,Vadodara,2022
Plastic,167,Composting,Jaipur,2021
Paper,116,Composting,Rajkot,2020
Plastic,184,Recycling,Meerut,2020
